title,genres,popularity,vote_average
The Piano,"Drama, Romance",7.44,7.1
Poetic Justice,"Drama, Romance",6.97,6.9
The Program,Drama,3.2,6.0
The Puppet Masters,"Horror, Science Fiction, Thriller",7.27,5.6
Radioland Murders,"Comedy, Crime, Drama, Music, Mystery, Romance",8.51,5.8
The Ref,Comedy,5.87,6.7
The Remains of the Day,"Drama, Romance",12.22,7.5
Renaissance Man,"Comedy, War",4.99,5.9
Rising Sun,"Action, Drama, Thriller",6.28,5.8
The Road to Wellville,"Comedy, Romance",3.42,5.5
RoboCop 3,"Action, Adventure, Crime, Science Fiction, Thriller",8.69,4.2
Robin Hood: Men in Tights,Comedy,17.14,6.4
Romeo Is Bleeding,"Action, Crime, Drama, Thriller",9.8,5.7
Romper Stomper,"Action, Drama, Thriller",5.16,6.6
Ruby in Paradise,"Drama, Romance",0.94,5.6
Rudy,Drama,5.91,7.2
The Saint of Fort Washington,Drama,1.07,4.0
Savage Nights,Drama,1.03,6.2
Schindler's List,"Drama, History, War",41.73,8.3
The Scout,"Comedy, Drama",5.72,5.3
Searching for Bobby Fischer,Drama,12.05,7.3
Second Best,Drama,0.88,5.9
The Secret Garden,"Drama, Family, Fantasy",6.5,7.1
Serial Mom,"Comedy, Crime, Horror, Thriller",5.31,6.4
The Shadow,"Adventure, Fantasy, Action, Thriller, Science Fiction",7.88,5.4
Shadowlands,"Drama, Romance",2.97,6.8
Short Cuts,"Comedy, Drama",8.83,6.9
A Simple Twist of Fate,"Drama, Family",4.14,5.7
Sirens,"Comedy, Drama",2.86,5.2
Six Degrees of Separation,"Mystery, Drama, Comedy",8.73,6.5
Sleepless in Seattle,"Comedy, Drama, Romance",10.23,6.5
Sliver,"Drama, Thriller",11.23,4.9
Blade Runner,"Science Fiction, Drama, Thriller",96.27,7.9
Son in Law,"Comedy, Drama, Romance",9.12,5.6
So I Married an Axe Murderer,"Comedy, Crime, Romance",8.05,6.1
Striking Distance,"Crime, Action, Mystery, Thriller",13.39,5.4
Harem,"History, Drama, Romance",1.83,4.0
Super Mario Bros.,"Adventure, Comedy, Family, Fantasy",7.2,4.0
Surviving the Game,"Action, Adventure, Thriller, Crime",3.64,6.1
Terminal Velocity,"Action, Thriller",8.01,5.0
Thirty Two Short Films About Glenn Gould,"Drama, Music",0.87,7.4
Threesome,"Comedy, Drama, Family, Romance",10.82,6.3
The Nightmare Before Christmas,"Fantasy, Animation, Family",17.73,7.6
The Three Musketeers,"Action, Adventure, Comedy",6.35,6.2
Tombstone,"Action, Adventure, Drama, History, Western",11.34,7.4
Trial by Jury,"Drama, Action, Thriller",0.86,5.5
True Romance,"Action, Thriller, Crime, Romance",17.19,7.5
The War Room,"Documentary, History",1.27,7.3
The Pagemaster,"Fantasy, Science Fiction, Family, Animation",7.44,6.2
"Paris, France","Drama, Comedy",0.74,6.0
"The Beans of Egypt, Maine",,0.38,0.0
Killer,"Thriller, Drama, Romance",0.42,3.0
Welcome to the Dollhouse,"Comedy, Drama",5.14,6.9
Germinal,"Drama, Romance",2.76,6.3
Chasers,"Comedy, Romance",9.85,4.7
Cronos,"Drama, Horror, Thriller",5.51,6.4
Naked in New York,"Comedy, Romance",0.45,4.0
Kika,"Comedy, Drama",3.65,6.8
Bhaji on the Beach,"Comedy, Drama",0.44,5.1
Little Big League,"Comedy, Family",1.96,6.0
The Slingshot,Drama,1.76,6.2
Wide Eyed and Legless,"TV Movie, Drama, Romance, Comedy",0.0,0.0
Foreign Student,"Drama, Romance",0.0,0.0
"Ciao, Professore!","Comedy, Foreign",3.46,7.2
Spanking the Monkey,"Comedy, Drama",2.8,5.3
The Little Rascals,"Romance, Comedy, Family",6.71,6.3
À la mode,Comedy,0.0,0.0
Andre,"Drama, Family, Adventure",3.14,5.0
The Escort,"Thriller, Crime, Drama",0.05,5.0
Princess Caraboo,"Comedy, Drama, History, Mystery",1.94,4.4
The Celluloid Closet,"History, Documentary",6.78,7.0
Café au Lait,"Drama, Comedy, Romance, Foreign",1.04,6.8
Dear Diary,"Comedy, Drama",2.9,6.9
I Don't Want to Talk About It,"Romance, Drama",1.21,6.0
The Brady Bunch Movie,Comedy,4.23,5.9
Home Alone,"Comedy, Family",0.7,7.1
Ghost,"Fantasy, Drama, Thriller, Mystery, Romance",11.95,6.9
Aladdin,"Animation, Family, Comedy, Adventure, Fantasy, Romance",16.36,7.4
Terminator 2: Judgment Day,"Action, Thriller, Science Fiction",22.66,7.7
Dances with Wolves,"Adventure, Drama, Western",11.65,7.6
Tough and Deadly,"Thriller, Action, Drama",0.43,6.3
Batman,"Fantasy, Action",19.11,7.0
The Silence of the Lambs,"Crime, Drama, Thriller",4.31,8.1
Snow White and the Seven Dwarfs,"Fantasy, Animation, Family",16.26,6.9
Beauty and the Beast,"Romance, Family, Animation, Fantasy, Music",23.43,7.5
Pinocchio,"Animation, Family",14.2,6.9
Pretty Woman,"Romance, Comedy",13.35,7.0
Window to Paris,"Comedy, Drama, Fantasy",0.35,6.0
The Wild Bunch,"Adventure, Western",11.72,7.7
Love and a .45,"Crime, Thriller",3.41,5.5
The Wooden Man's Bride,"Drama, Foreign, Romance",0.09,6.5
A Great Day in Harlem,,0.08,7.0
Bye Bye Love,"Comedy, Romance",2.47,6.1
One Fine Day,"Comedy, Romance",7.01,6.1
Candyman: Farewell to the Flesh,Horror,4.98,5.0
Century,"Romance, Drama",1.46,5.0
Fargo,"Crime, Drama, Thriller",12.61,7.7
Homeward Bound II: Lost in San Francisco,"Adventure, Comedy, Drama, Family",14.66,6.0
Heavy Metal,"Animation, Science Fiction",7.64,6.3
Hellraiser: Bloodline,"Horror, Thriller, Science Fiction",5.26,4.9
The Pallbearer,"Comedy, Romance",8.17,4.6
Jane Eyre,"Drama, Romance",2.42,7.1
Loaded,"Drama, Mystery, Thriller",0.62,4.0
Bread and Chocolate,"Comedy, Foreign",1.31,7.1
The Aristocats,"Animation, Comedy, Family, Adventure",9.83,7.1
The Flower of My Secret,"Drama, Romance",2.29,6.9
Two Much,"Comedy, Romance",1.62,5.1
Ed,"Comedy, Family",5.17,3.6
Scream of Stone,"Adventure, Drama, Documentary",0.74,7.5
My Favorite Season,Drama,0.52,6.4
A Modern Affair,,0.17,5.0
Condition Red,"Thriller, Action, Drama",0.79,4.7
Halfaouine: Boy of the Terraces,"Comedy, Drama",1.98,7.4
A Thin Line Between Love and Hate,"Comedy, Thriller, Crime, Romance",2.26,5.7
The Last Supper,"Comedy, Thriller, Crime, Drama",4.62,6.5
Primal Fear,"Crime, Drama, Mystery, Thriller",10.33,7.4
Rude,,0.07,6.0
Carried Away,"Drama, Romance",1.67,5.4
All Dogs Go to Heaven 2,"Romance, Animation, Family, Adventure, Fantasy",5.03,5.0
Land and Freedom,"Drama, History, War, Romance",6.14,7.0
Denise Calls Up,Comedy,0.47,6.6
Theodore Rex,"Fantasy, Science Fiction, Family",2.58,3.6
A Family Thing,"Comedy, Drama",6.21,5.6
Frisk,"Drama, Thriller",0.32,3.0
Sgt. Bilko,"Comedy, Family",5.71,5.5
Jack & Sarah,"Comedy, Drama, Romance",1.52,5.1
Girl 6,Comedy,4.41,5.7
Diabolique,"Drama, Horror, Mystery, Thriller",4.53,5.4
"Little Indian, Big City","Adventure, Drama, Comedy, Family",4.73,6.0
Roula,"Romance, Drama",0.15,5.0
Peanuts – Die Bank zahlt alles,Comedy,0.07,4.0
Happy Weekend,Comedy,0.0,0.0
Nelly and Monsieur Arnaud,"Drama, Romance",1.78,7.1
Courage Under Fire,"Drama, Thriller, Mystery, War",11.6,6.2
Mission: Impossible,"Adventure, Action, Thriller",15.79,6.7
Cold Fever,"Drama, Comedy",0.49,7.7
Moll Flanders,"Drama, Romance",2.34,6.2
The Superwife,Comedy,0.82,5.3
"301, 302","Horror, Mystery, Thriller",0.4,6.2
DragonHeart,Fantasy,23.64,6.4
Und keiner weint mir nach,Drama,0.44,0.0
My Mother's Courage,Drama,0.62,0.0
Eddie,"Action, Comedy",3.09,5.4
Yankee Zulu,"Drama, Comedy",1.56,6.0
Billy's Holiday,,0.0,0.0
Purple Noon,"Crime, Drama, Thriller",3.8,7.3
August,"Romance, Comedy, Drama",0.99,5.3
James and the Giant Peach,"Adventure, Animation, Family",13.22,6.2
Fear,"Drama, Thriller, Romance",6.95,6.1
Kids in the Hall: Brain Candy,Comedy,2.3,5.9
Faithful,"Comedy, Crime, Drama",1.3,4.8
Underground,"War, Drama, Comedy",14.59,7.5
All Things Fair,"War, Drama, Romance",3.58,6.1
Bloodsport II,"Action, Thriller",3.09,5.2
Pather Panchali,Drama,3.9,7.9
The World of Apu,Drama,2.38,8.2
Mystery Science Theater 3000: The Movie,"Comedy, Science Fiction",2.99,7.0
Tarantella,,0.0,0.0
Space Jam,"Animation, Comedy, Drama, Family, Fantasy",11.05,6.5
Barbarella,Science Fiction,14.3,5.7
Hostile Intentions,"Thriller, Action, Drama",0.06,8.0
They Bite,"Comedy, Horror, Science Fiction",0.47,5.5
Some Folks Call It a Sling Blade,"Drama, Thriller",0.46,7.5
The Run of the Country,"Drama, Romance",0.12,8.0
Alphaville,"Drama, Science Fiction, Mystery",4.66,6.8
Coup de Torchon,Drama,2.27,6.8
Tigrero: A Film That Was Never Made,"Documentary, Foreign",0.18,7.5
The Eye of Vichy,,0.0,0.0
Windows,"Horror, Drama, Thriller",0.4,5.8
It's My Party,Drama,2.79,6.2
Country Life,"Drama, Romance",0.49,8.0
Operation Dumbo Drop,"Action, Adventure, Comedy, Family",4.36,4.7
The Promise,"Drama, Romance",0.12,5.0
The Promise,"Drama, Romance",0.12,5.0
The Promise,"Drama, Romance",0.12,5.0
The Promise,"Drama, Romance",0.12,5.0
Mrs. Winterbourne,"Comedy, Romance, Drama",9.19,5.5
Solo,"Action, Adventure, Science Fiction, Thriller",1.9,3.9
Under The Domim Tree,"Drama, Foreign",0.71,6.5
The Substitute,"Action, Thriller",10.69,5.8
True Crime,"Crime, Mystery, Thriller",1.22,5.1
Butterfly Kiss,"Crime, Drama, Romance, Thriller",0.88,7.4
Feeling Minnesota,"Action, Comedy, Drama, Thriller",10.3,5.5
Delta of Venus,"Drama, Romance",1.1,3.3
To Cross the Rubicon,,0.01,0.0
Angus,"Comedy, Drama, Family, Romance",2.25,6.8
Priest Daens,"Drama, History",0.76,6.7
Faces,Drama,7.92,7.1
Boys,"Romance, Drama, Mystery",1.58,5.3
The Quest,"Action, Adventure",7.94,5.3
Cosi,"Comedy, Romance",0.95,7.1
Sunset Park,Drama,1.23,5.1
Mulholland Falls,"Drama, Mystery, Thriller",5.79,6.2
The Truth About Cats & Dogs,"Comedy, Romance",5.12,5.7
Oliver & Company,"Animation, Comedy, Family",10.81,6.5
Celtic Pride,Comedy,1.94,4.9
Flipper,"Adventure, Family",4.56,5.3
Captives,"Drama, Thriller, Mystery, Romance",1.93,6.0
Of Love and Shadows,Drama,0.71,4.4
Dead Man,"Drama, Fantasy, Western",6.51,7.2
The Horseman on the Roof,"War, Adventure, Drama, Romance",1.69,6.7
Switchblade Sisters,"Action, Crime, Drama",6.04,6.6
Mouth to Mouth,"Comedy, Foreign",1.13,5.5
The Visitors,"Fantasy, Comedy, Science Fiction",7.33,7.1
Multiplicity,"Comedy, Fantasy, Science Fiction",8.77,5.5
"The Haunted World of Edward D. Wood, Jr.",Documentary,0.04,10.0
Two Friends,"Drama, Foreign",0.0,0.0
The Craft,"Drama, Fantasy, Horror, Thriller",12.86,6.3
The Great White Hype,"Comedy, Drama",3.32,5.1
Last Dance,"Drama, Thriller",1.2,5.6
Cold Comfort Farm,"Comedy, Drama, Romance",1.92,7.0
"Institute Benjamenta, or This Dream People Call Human Life","Animation, Drama",0.54,7.7
Heaven's Prisoners,"Drama, Mystery, Thriller",9.26,5.0
Original Gangstas,"Action, Drama, Crime, Thriller",0.34,5.5
The Rock,"Action, Adventure, Thriller",13.25,6.9
Getting Away with Murder,Comedy,0.75,5.5
Cemetery Man,"Fantasy, Drama, Horror, Comedy",6.25,7.0
Twister,"Action, Adventure, Drama",8.74,6.1
Barb Wire,"Action, Science Fiction",5.88,3.9
Le Garçu,Drama,0.13,5.0
Honeymoon,Comedy,0.65,0.0
Ghost in the Shell,"Action, Animation, Science Fiction",10.69,7.8
Thinner,"Horror, Thriller",4.86,5.5
Spy Hard,"Action, Comedy",8.2,4.9
Brothers in Trouble,"Comedy, Drama",0.59,0.0
A Close Shave,"Family, Animation, Comedy",6.8,7.5
Force of Evil,"Drama, Action, Crime",4.39,6.6
The Stupids,"Comedy, Family",1.75,4.2
The Arrival,"Action, Mystery, Science Fiction, Thriller",6.5,6.1
The Man from Down Under,"Drama, War",0.07,0.0
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,"Drama, Comedy, War",9.8,8.0
Careful,"Horror, Comedy, Drama, Fantasy",0.16,7.8
A Month by the Lake,"Comedy, Drama, Romance",0.85,7.2
Gold Diggers: The Secret of Bear Mountain,Drama,5.51,5.8
Kim,"Family, Adventure",1.05,7.0
Carmen Miranda: Bananas Is My Business,Documentary,0.15,10.0
Ashes of Time,"Drama, Action",5.22,7.1
The Jar,,0.4,8.0
Maya Lin: A Strong Clear Vision,Documentary,0.0,0.0
Stalingrad,"Drama, History, War",7.67,7.4
The Phantom,"Adventure, Action",8.08,4.7
Striptease,"Drama, Thriller, Crime",11.34,4.4
The Last of the High Kings,"Drama, Comedy",1.43,5.7
Heavy,"Drama, Romance",0.89,7.7
Jack,"Comedy, Drama, Science Fiction",6.29,5.9
I Shot Andy Warhol,Drama,2.77,6.1
The Grass Harp,"Comedy, Drama, Family",0.37,6.1
Someone Else's America,Drama,0.1,0.0
Life is Rosy,"Music, Romance",0.51,6.5
Quartier Mozart,,0.01,5.0
Touki Bouki,"Drama, Romance",0.04,7.3
God's Gift,Drama,0.05,5.0
Spirits of the Dead,"Drama, Mystery, Horror",1.79,5.5
Babyfever,,0.0,0.0
Pharaoh's  Army,"Western, Drama, War",0.84,6.3
Trainspotting,"Drama, Crime",19.35,7.8
Til There Was You,"Comedy, Romance",2.7,3.9
Independence Day,"Action, Adventure, Science Fiction",17.63,6.7
Stealing Beauty,"Drama, Romance",6.42,6.6
The Fan,"Drama, Mystery, Thriller",12.2,5.7
The Hunchback of Notre Dame,"Drama, Animation, Family",13.55,6.8
The Cable Guy,"Comedy, Drama, Thriller",7.59,5.7
Kingpin,Comedy,11.63,6.7
Eraser,"Action, Drama, Mystery, Thriller",6.92,5.6
The Gate of Heavenly Peace,Documentary,0.11,6.7
The Nutty Professor,"Fantasy, Comedy, Romance, Science Fiction",9.65,5.4
"I, the Worst of All","Drama, Foreign",0.2,6.8
An Unforgettable Summer,"Drama, Romance, War",0.83,7.2
A Hungarian Fairy Tale,,0.04,0.0
My Life and Times With Antonin Artaud,,0.0,8.0
Midnight Dancers,,0.06,7.0
Somebody to Love,"Comedy, Drama",0.97,5.1
A Very Natural Thing,Drama,0.15,6.3
The Old Lady Who Walked in the Sea,Comedy,0.57,0.0
Daylight,"Action, Adventure, Thriller",12.0,5.8
The Frighteners,"Horror, Comedy",12.09,6.7
Lone Star,"Drama, Mystery, Romance",9.07,6.9
Harriet the Spy,"Comedy, Drama, Family",4.09,5.7
Phenomenon,"Drama, Fantasy, Romance, Science Fiction",5.58,6.2
Walking and Talking,"Comedy, Drama, Romance",0.91,6.6
She's the One,"Comedy, Romance",10.83,5.7
A Time to Kill,"Crime, Drama, Thriller",13.31,7.0
American Buffalo,Drama,7.03,6.2
Rendezvous in Paris,"Romance, Comedy",0.23,6.5
Alaska,Adventure,2.32,5.2
Fled,"Action, Comedy, Thriller",3.91,5.2
Kazaam,"Fantasy, Comedy, Science Fiction, Family",8.96,3.6
Magic Hunter,,0.09,6.0
Larger Than Life,"Family, Comedy",3.52,5.4
A Boy Called Hate,,1.57,6.0
Power 98,"Action, Mystery, Thriller",0.93,4.0
Two Deaths,"War, Drama",0.15,7.0
A Very Brady Sequel,Comedy,9.9,5.8
Stefano Quantestorie,Comedy,0.04,6.0
Death in the Garden,"Adventure, Drama",1.12,7.4
Hedd Wyn,"War, Drama",0.27,6.5
La Collectionneuse,"Drama, Comedy, Romance",1.68,6.5
Kaspar Hauser,"Drama, Foreign",0.0,6.3
Regular Guys,"Comedy, Foreign",1.17,5.2
Diebinnen,Drama,0.11,4.0
The Convent,Thriller,1.61,6.5
The Adventures of Pinocchio,"Animation, Family, Fantasy",7.52,5.0
Joe's Apartment,"Fantasy, Comedy, Music",9.49,5.0
The First Wives Club,Comedy,10.18,6.5
Stonewall,"Romance, Drama, Comedy",0.94,7.2
Ransom,"Action, Thriller",8.77,6.4
High School High,Comedy,4.22,5.4
Phat Beach,Comedy,0.88,5.4
Foxfire,"Action, Drama, Thriller",3.19,6.3
Chain Reaction,"Action, Drama, Science Fiction, Thriller",15.87,5.3
Matilda,"Comedy, Family, Fantasy",10.03,6.9
Emma,"Drama, Comedy, Romance",6.59,6.7
The Crow: City of Angels,"Action, Fantasy, Thriller",6.55,5.2
House Arrest,"Comedy, Family",12.3,5.0
Eyes Without a Face,"Drama, Horror, Thriller",9.94,7.5
Bordello of Blood,"Horror, Comedy",3.45,5.0
Lotto Land,Drama,0.04,7.0
The Story of Xinghua,,0.0,0.0
The Day the Sun Turned Cold,,0.08,7.0
Flirt,"Drama, Romance",1.66,7.5
The Big Squeeze,Drama,0.4,5.0
The Spitfire Grill,"Comedy, Drama",1.2,6.8
Escape from L.A.,"Action, Adventure, Science Fiction, Thriller",12.23,5.6
Cyclo,"Crime, Drama",1.78,6.8
Basquiat,"Drama, History",4.8,6.6
Tin Cup,"Comedy, Drama, Romance",6.25,5.9
Dingo,"Drama, Music",0.12,6.0
The Ballad of Narayama,Drama,0.97,6.4
Every Other Weekend,Drama,0.63,6.0
Mille bolle blu,,0.04,6.0
Crows and Sparrows,,0.04,5.0
The Godfather,"Drama, Crime",41.11,8.5
Maybe... Maybe Not,"Comedy, Drama",8.59,6.1
Police Story 3: Supercop,"Action, Crime, Thriller",6.75,6.7
Manny & Lo,"Drama, Comedy",1.14,6.3
Wife,Drama,0.1,0.0
Wife,Drama,0.1,0.0
Wife,Drama,0.62,0.0
Wife,Drama,0.62,0.0
Small Faces,,0.91,6.4
Bound,"Crime, Drama, Romance, Thriller",12.45,6.9
Carpool,"Comedy, Family",3.71,4.9
Death in Brunswick,Drama,0.91,6.1
Kansas City,"Thriller, Drama, Music, Crime",5.13,6.1
Gone Fishin',"Comedy, Family",2.29,4.7
Lover's Knot,"Romance, Comedy",0.14,4.0
Vive L'Amour,Drama,1.4,7.3
Shadow of Angels,Drama,0.36,4.0
Killer: A Journal of Murder,Drama,0.71,6.3
Nothing to Lose,"Action, Crime, Drama",0.0,0.0
Project S,"Action, Adventure, Crime",1.26,5.8
Girls Town,"Comedy, Drama",0.64,5.2
Bye-Bye,Drama,0.11,7.7
The Relic,"Horror, Mystery, Thriller",7.7,5.8
The Island of Dr. Moreau,"Fantasy, Horror, Science Fiction",12.73,4.6
First Kid,"Comedy, Family",6.51,5.3
The Trigger Effect,"Drama, Thriller",9.03,6.6
Sweet Nothing,,0.23,5.0
Bogus,"Fantasy, Comedy, Family",2.52,5.4
Bulletproof,"Action, Adventure, Comedy, Thriller",7.86,5.4
Talk of Angels,"Drama, Romance, War",0.98,6.8
The Land Before Time III: The Time of the Great Giving,"Animation, Adventure, Family",6.37,6.1
1-900,,0.06,5.0
Baton Rouge,Thriller,0.44,0.0
Halloween: The Curse of Michael Myers,"Horror, Thriller",8.77,5.0
Twelfth Night,"Drama, Comedy, Romance",4.7,7.0
Mother Night,"Drama, History",6.04,7.1
Liebelei,"Drama, Romance",0.47,6.3
Venice,"Drama, Romance",0.15,7.5
Wild Reeds,"Drama, Romance",2.12,7.4
For Whom the Bell Tolls,"Drama, History, Romance, Thriller",14.37,6.1
The Philadelphia Story,"Comedy, Romance",8.89,7.7
Singin' in the Rain,"Comedy, Music, Romance",11.06,7.9
An American in Paris,"Drama, Comedy, Music, Romance",5.57,6.9
Funny Face,"Music, Comedy, Romance",5.46,7.0
Breakfast at Tiffany's,"Comedy, Drama, Romance",10.88,7.6
Vertigo,"Mystery, Romance, Thriller",18.21,8.0
Rear Window,"Drama, Mystery, Thriller",17.91,8.2
It Happened One Night,"Comedy, Romance",6.47,7.7
Gaslight,"Drama, Mystery, Thriller, Crime",14.55,7.2
The Gay Divorcee,"Comedy, Music, Romance",2.86,7.2
North by Northwest,"Mystery, Thriller",12.41,7.8
The Apartment,"Comedy, Drama, Romance",11.99,8.1
Some Like It Hot,"Comedy, Romance",11.85,8.0
Charade,"Comedy, Mystery, Romance, Thriller",7.1,7.7
Casablanca,"Drama, Romance",13.92,7.9
The Maltese Falcon,"Mystery, Crime, Thriller",5.78,7.8
My Fair Lady,"Drama, Family, Music, Romance",12.49,7.4
Sabrina,"Comedy, Drama, Romance",7.36,7.4
Roman Holiday,"Comedy, Romance",11.95,7.8
The Little Princess,"Drama, Comedy, Family",5.64,7.0
Meet Me in St. Louis,"Comedy, Music, Romance",7.33,6.8
The Wizard of Oz,"Adventure, Family, Fantasy",22.06,7.4
Gone with the Wind,"Drama, Romance, War",14.24,7.7
My Favorite Year,"Comedy, Drama",2.92,7.1
Sunset Boulevard,Drama,11.71,8.2
Citizen Kane,"Mystery, Drama",15.81,8.0
2001: A Space Odyssey,"Science Fiction, Mystery, Adventure",22.49,7.9
Golden Earrings,"Adventure, Romance",0.95,4.8
All About Eve,Drama,12.06,8.0
The Women,"Comedy, Drama",5.08,6.4
Rebecca,"Drama, Mystery",8.59,7.7
Foreign Correspondent,"Mystery, Thriller, War",9.96,7.0
Notorious,"Thriller, Drama, Romance",10.14,7.8
Spellbound,"Drama, Mystery, Thriller",5.48,7.3
An Affair to Remember,"Drama, Romance",9.81,7.1
To Catch a Thief,"Crime, Drama, Mystery, Romance, Thriller",5.49,7.1
Father of the Bride,"Comedy, Drama, Family, Romance",2.47,6.6
The Band Wagon,"Comedy, Music",3.57,7.1
Ninotchka,"Comedy, Romance",5.12,7.3
Love in the Afternoon,"Comedy, Drama, Romance",8.2,7.3
Gigi,"Comedy, Music, Romance",10.36,6.1
The Reluctant Debutante,"Comedy, Romance",1.95,6.6
The Adventures of Robin Hood,"Action, Adventure, Romance",10.69,7.6
The Mark of Zorro,"Action, Adventure, Drama, Romance, Western",7.43,7.1
Laura,"Drama, Mystery",9.88,7.6
The Ghost and Mrs. Muir,"Fantasy, Romance, Mystery",3.01,7.3
Lost Horizon,"Adventure, Fantasy, Drama, Mystery",3.17,6.8
Top Hat,"Comedy, Music, Romance",7.12,7.4
To Be or Not to Be,"Comedy, War",7.27,7.7
My Man Godfrey,"Comedy, Romance",5.48,7.7
Giant,"Action, Drama, Western",10.86,7.5
East of Eden,Drama,6.43,7.5
The Thin Man,"Comedy, Crime, Mystery",10.57,7.4
His Girl Friday,"Comedy, Drama",9.88,7.5
Around the World in Eighty Days,"Adventure, Comedy, Family, Fantasy, Romance",6.16,6.5
It's a Wonderful Life,"Drama, Family, Fantasy",15.03,8.0
Mr. Smith Goes to Washington,"Comedy, Drama",8.17,7.9
Bringing Up Baby,"Comedy, Romance",6.61,7.6
Penny Serenade,"Drama, Romance",2.45,6.4
The Scarlet Letter,Drama,0.28,8.3
Lady of Burlesque,"Comedy, Thriller, Mystery, Romance",0.26,5.0
Of Human Bondage,Drama,1.83,6.4
Angel on My Shoulder,"Comedy, Fantasy, Romance",0.59,5.7
Little Lord Fauntleroy,"Drama, Family",4.71,6.6
They Made Me a Criminal,"Thriller, Crime, Drama, Mystery",1.76,5.6
The Inspector General,"Comedy, Music, Romance",0.9,6.2
Angel and the Badman,"Romance, Western",8.08,6.6
The 39 Steps,"Action, Thriller, Mystery",5.87,7.4
A Walk in the Sun,"War, Drama",8.86,5.2
The Outlaw,"Action, Adventure, Western",1.45,4.9
Night of the Living Dead,Horror,14.38,7.5
The African Queen,"Adventure, War, Romance",6.64,7.4
Beat the Devil,"Action, Adventure, Comedy, Crime, Drama, Romance",2.0,6.2
Cat on a Hot Tin Roof,"Drama, Romance",11.79,7.6
The Last Time I Saw Paris,"Romance, Drama",0.91,5.1
Meet John Doe,"Drama, Comedy, Romance",10.75,7.3
Algiers,"Drama, Action, Mystery, Romance",0.35,5.8
Something to Sing About,Comedy,0.37,3.8
A Farewell to Arms,"Drama, Romance, War",1.91,6.2
A Farewell to Arms,"Drama, Romance, War",1.91,6.2
A Farewell to Arms,"Drama, Romance, War",2.41,6.2
A Farewell to Arms,"Drama, Romance, War",2.41,6.2
Moonlight Murder,"Music, Mystery",0.28,6.0
Nothing Personal,Drama,0.06,4.0
"Yes, Madam","Action, Foreign",1.06,7.4
Dangerous Ground,Drama,1.46,5.0
Picnic,"Drama, Romance",8.5,6.7
Madagascar Skin,,0.58,0.0
The Pompatus of Love,"Comedy, Romance, Drama",0.54,5.3
Small Wonders,"Documentary, Family",0.0,0.0
Fly Away Home,"Action, Adventure, Drama, Family",5.51,6.6
Bliss,"Drama, Romance",1.26,4.8
Grace of My Heart,"Drama, Comedy, Music",9.36,6.5
Brother of Sleep,Drama,0.75,6.8
Maximum Risk,"Action, Adventure, Thriller",7.37,5.3
Michael Collins,"Drama, Thriller",6.73,6.8
The Rich Man's Wife,"Drama, Thriller",6.75,4.9
Infinity,"Drama, Romance",1.23,0.0
