director,title,release_date,budget,revenue,return
Doug McHenry,Jason's Lyric,1994-09-28,7000000,20851521.0,2.98
Dave Borthwick,The Secret Adventures of Tom Thumb,1993-12-10,0,0.0,0.0
Steven E. de Souza,Street Fighter,1994-12-22,35000000,99423521.0,2.84
Wallace Wolodarsky,Coldblooded,1995-09-15,0,0.0,0.0
Michael A. Nickles,Desert Winds,1997-12-31,0,0.0,0.0
Paul Warner,Fall Time,1995-05-13,0,0.0,0.0
Vincent Robert,The Fear,1995-01-20,0,0.0,0.0
Theodore Thomas,Frank and Ollie,1995-10-20,0,0.0,0.0
Lucas Platt,Girl in the Cadillac,1995-10-24,0,0.0,0.0
Ross Kagan Marks,Homage,1995-05-03,0,0.0,0.0
Paul Williams,Mirage,1995-11-21,0,0.0,0.0
Robert Wuhl,Open Season,1996-05-03,0,0.0,0.0
Roberto Sneider,Dos Crímenes,1995-05-26,0,0.0,0.0
"Jack Baxter, Jefri Aalmuhammed",Brother Minister: The Assassination of Malcolm X,1995-03-01,0,0.0,0.0
Andrew Morahan,Highlander: The Final Dimension,1994-11-29,26000000,36800000.0,1.42
Michael Corrente,Federal Hill,1995-02-24,0,0.0,0.0
John Carpenter,In the Mouth of Madness,1994-12-12,8000000,8946600.0,1.12
John G. Avildsen,8 Seconds,1994-02-25,0,0.0,0.0
Jeff Pollack,Above the Rim,1994-03-23,0,0.0,0.0
Barry Sonnenfeld,Addams Family Values,1993-11-19,0,48919043.0,0.0
Thomas Schlamme,Martin Lawrence: You So Crazy,1994-04-27,0,0.0,0.0
Martin Scorsese,The Age of Innocence,1993-09-17,34000000,32255440.0,0.95
Michael Lehmann,Airheads,1994-08-05,0,0.0,0.0
Paul Michael Glaser,The Air Up There,1994-01-07,17080000,21011500.0,1.23
John Badham,Another Stakeout,1993-07-22,0,0.0,0.0
Jonathan Kaplan,Bad Girls,1994-04-22,0,15240435.0,0.0
Whit Stillman,Barcelona,1994-07-29,3200000,0.0,0.0
Bill Forsyth,Being Human,1994-05-06,40000000,0.0,0.0
Penelope Spheeris,The Beverly Hillbillies,1993-10-15,0,0.0,0.0
John Landis,Beverly Hills Cop III,1994-05-24,50000000,119208989.0,2.38
Caroline Thompson,Black Beauty,1994-07-29,0,0.0,0.0
Michael Apted,Blink,1994-01-26,0,16668552.0,0.0
Stephen Hopkins,Blown Away,1994-07-01,0,30156002.0,0.0
William Friedkin,Blue Chips,1994-02-18,0,0.0,0.0
Tony Richardson,Blue Sky,1994-09-16,0,0.0,0.0
Abel Ferrara,Body Snatchers,1993-06-09,13000000,428868.0,0.03
Jennifer Chambers Lynch,Boxing Helena,1993-06-18,0,1796389.0,0.0
Robert De Niro,A Bronx Tale,1993-09-14,22000000,17287898.0,0.79
Adam Resnick,Cabin Boy,1994-01-07,0,3662459.0,0.0
John Whitesell,Calendar Girl,1993-09-03,13000000,2570145.0,0.2
Brian De Palma,Carlito's Way,1993-11-10,30000000,36516012.0,1.22
Paul Weiland,City Slickers II: The Legend of Curly's Gold,1994-06-10,0,0.0,0.0
Mick Jackson,Clean Slate,1994-05-06,0,7355425.0,0.0
Renny Harlin,Cliffhanger,1993-05-28,70000000,255000211.0,3.64
Steve Barron,Coneheads,1993-07-23,0,0.0,0.0
Richard Rush,Color of Night,1994-08-19,40000000,19726050.0,0.49
Michael Ritchie,Cops & Robbersons,1994-04-15,0,0.0,0.0
Gregg Champion,The Cowboy Way,1994-06-03,0,0.0,0.0
Abel Ferrara,Dangerous Game,1993-11-19,0,0.0,0.0
Ivan Reitman,Dave,1993-05-07,0,63000000.0,0.0
Richard Linklater,Dazed and Confused,1993-09-24,6900000,7993039.0,1.16
Marco Brambilla,Demolition Man,1993-10-08,57000000,159055768.0,2.79
Bruce Brown,The Endless Summer 2,1994-06-03,0,0.0,0.0
Gus Van Sant,Even Cowgirls Get the Blues,1994-05-13,8000000,0.0,0.0
Carl Reiner,Fatal Instinct,1993-10-29,0,0.0,0.0
Chen Kaige,Farewell My Concubine,1993-09-16,0,0.0,0.0
Donald Petrie,The Favor,1994-04-29,0,0.0,0.0
Peter Weir,Fearless,1993-10-15,0,0.0,0.0
Rusty Cundieff,Fear of a Black Hat,1994-10-28,0,0.0,0.0
Alek Keshishian,With Honors,1994-04-29,0,0.0,0.0
Steve Kloves,Flesh and Bone,1993-11-05,0,9488998.0,0.0
John Irvin,Widows' Peak,1994-05-13,0,0.0,0.0
Barry Sonnenfeld,For Love or Money,1993-10-01,30000000,11146270.0,0.37
Sydney Pollack,The Firm,1993-06-30,42000000,270248367.0,6.43
Simon Wincer,Free Willy,1993-07-16,20000000,153698625.0,7.68
Boaz Yakin,Fresh,1994-08-24,0,0.0,0.0
Andrew Davis,The Fugitive,1993-08-06,44000000,368875760.0,8.38
Walter Hill,Geronimo: An American Legend,1993-12-10,35000000,18635620.0,0.53
Roger Donaldson,The Getaway,1994-02-11,0,30.0,0.0
Howard Deutch,Getting Even with Dad,1994-06-17,30000000,0.0,0.0
Rose Troche,Go Fish,1994-06-10,0,0.0,0.0
Bruce Beresford,A Good Man in Africa,1994-07-14,0,0.0,0.0
Sidney Lumet,Guilty as Sin,1993-06-04,0,22886222.0,0.0
John Woo,Hard Target,1993-08-20,18000000,74189677.0,4.12
Oliver Stone,Heaven & Earth,1993-12-24,33000000,0.0,0.0
Jim Abrahams,Hot Shots! Part Deux,1993-05-21,25000000,133752825.0,5.35
Julianna Lavin,Live Nude Girls,1995-12-08,0,0.0,0.0
Christopher Monger,The Englishman Who Went Up a Hill But Came Down a Mountain,1995-05-12,0,0.0,0.0
Bille August,The House of the Spirits,1993-10-19,25000000,0.0,0.0
Eric Meza,House Party 3,1994-01-01,0,0.0,0.0
Joel Coen,The Hudsucker Proxy,1994-03-11,30000000,0.0,0.0
James L. Brooks,I'll Do Anything,1994-02-04,40000000,0.0,0.0
"Daniel Petrie, Jr.",In the Army Now,1994-08-12,0,28881266.0,0.0
Wolfgang Petersen,In the Line of Fire,1993-07-08,40000000,176997168.0,4.42
Jim Sheridan,In the Name of the Father,1993-12-12,13000000,65796862.0,5.06
Matty Rich,The Inkwell,1994-04-22,0,8880705.0,0.0
Brian Gibson,What's Love Got to Do with It,1993-06-09,0,0.0,0.0
Barry Levinson,Jimmy Hollywood,1994-03-30,30000000,0.0,0.0
Stephen Hopkins,Judgment Night,1993-10-15,0,12136938.0,0.0
Steven Spielberg,Jurassic Park,1993-06-11,63000000,920100000.0,14.6
Dominic Sena,Kalifornia,1993-09-01,9000000,2395231.0,0.27
Roger Avary,Killing Zoe,1993-10-01,1500000,418961.0,0.28
Steven Soderbergh,King of the Hill,1993-08-20,0,0.0,0.0
Daniel Petrie,Lassie,1994-07-22,0,0.0,0.0
John McTiernan,Last Action Hero,1993-06-18,85000000,137298489.0,1.62
James Lapine,Life With Mikey,1993-06-04,0,0.0,0.0
"Simon Wincer, Paul Hogan, Greg Coote",Lightning Jack,1994-03-11,0,0.0,0.0
David Cronenberg,M. Butterfly,1993-09-09,0,1499795.0,0.0
Richard Benjamin,Made in America,1993-05-27,22000000,0.0,0.0
Harold Becker,Malice,1993-09-29,0,46405336.0,0.0
Mel Gibson,The Man without a Face,1993-08-25,0,24760338.0,0.0
Woody Allen,Manhattan Murder Mystery,1993-08-18,13500000,11285588.0,0.84
"Albert Hughes, Allen Hughes",Menace II Society,1993-05-26,3500000,27900000.0,7.97
Stuart Baird,Executive Decision,1996-03-15,55000000,121969216.0,2.22
Nagisa Ōshima,In the Realm of the Senses,1976-05-15,0,0.0,0.0
Tom Noonan,What Happened Was...,1994-09-09,0,0.0,0.0
Kenneth Branagh,Much Ado About Nothing,1993-05-07,8000000,0.0,0.0
Mike Figgis,Mr. Jones,1993-10-08,0,0.0,0.0
Anthony Minghella,Mr. Wonderful,1993-10-15,0,0.0,0.0
Chris Columbus,Mrs. Doubtfire,1993-11-24,25000000,441286195.0,17.65
Mike Leigh,Naked,1993-09-14,0,0.0,0.0
Christopher Cain,The Next Karate Kid,1994-07-18,12000000,15826984.0,1.32
Michael Tolkin,The New Age,1994-09-16,0,0.0,0.0
Martin Campbell,No Escape,1994-04-29,20000000,15340000.0,0.77
Rob Reiner,North,1994-07-22,40000000,0.0,0.0
Sally Potter,Orlando,1992-09-01,4000000,0.0,0.0
Clint Eastwood,A Perfect World,1993-11-24,30000000,135130999.0,4.5
Jonathan Demme,Philadelphia,1993-12-22,26000000,206678440.0,7.95
Jane Campion,The Piano,1993-05-19,7000000,116700000.0,16.67
John Singleton,Poetic Justice,1993-07-23,14000000,27515786.0,1.97
David S. Ward,The Program,1993-09-24,0,23042200.0,0.0
Stuart Orme,The Puppet Masters,1994-10-21,0,8638072.0,0.0
Mel Smith,Radioland Murders,1994-10-21,0,0.0,0.0
Ted Demme,The Ref,1994-03-09,11000000,11439193.0,1.04
James Ivory,The Remains of the Day,1993-11-05,11500000,23237911.0,2.02
Penny Marshall,Renaissance Man,1994-06-03,40000000,24332324.0,0.61
Philip Kaufman,Rising Sun,1993-07-30,0,107198790.0,0.0
Alan Parker,The Road to Wellville,1994-10-28,0,0.0,0.0
Fred Dekker,RoboCop 3,1993-04-17,22000000,10696210.0,0.49
Mel Brooks,Robin Hood: Men in Tights,1993-07-28,20000000,35739755.0,1.79
Peter Medak,Romeo Is Bleeding,1993-09-13,11500000,3275585.0,0.28
Geoffrey Wright,Romper Stomper,1992-03-05,0,0.0,0.0
Victor Nunez,Ruby in Paradise,1993-10-08,800000,1001437.0,1.25
David Anspaugh,Rudy,1993-09-17,12000000,22750363.0,1.9
Tim Hunter,The Saint of Fort Washington,1993-11-03,0,0.0,0.0
Cyril Collard,Savage Nights,1992-08-19,0,0.0,0.0
Steven Spielberg,Schindler's List,1993-11-29,22000000,321365567.0,14.61
Michael Ritchie,The Scout,1994-09-30,0,0.0,0.0
Steven Zaillian,Searching for Bobby Fischer,1993-08-13,0,7266383.0,0.0
Chris Menges,Second Best,1994-09-30,0,0.0,0.0
Agnieszka Holland,The Secret Garden,1993-08-13,0,0.0,0.0
John Waters,Serial Mom,1994-04-13,13000000,7820688.0,0.6
Russell Mulcahy,The Shadow,1994-07-01,25000000,48063435.0,1.92
Richard Attenborough,Shadowlands,1993-12-25,22000000,0.0,0.0
Robert Altman,Short Cuts,1993-09-05,0,6110979.0,0.0
Gillies MacKinnon,A Simple Twist of Fate,1994-09-02,0,0.0,0.0
John Duigan,Sirens,1993-10-01,0,7770731.0,0.0
Fred Schepisi,Six Degrees of Separation,1993-12-08,0,0.0,0.0
Nora Ephron,Sleepless in Seattle,1993-06-24,21000000,227799884.0,10.85
Phillip Noyce,Sliver,1993-05-21,40000000,116300000.0,2.91
Ridley Scott,Blade Runner,1982-06-25,28000000,33139618.0,1.18
Steve Rash,Son in Law,1993-07-02,0,36448200.0,0.0
Thomas Schlamme,So I Married an Axe Murderer,1993-07-30,20000000,11585483.0,0.58
Rowdy Herrington,Striking Distance,1993-09-17,30,0.0,0.0
Arthur Joffé,Harem,1985-11-20,0,0.0,0.0
"Annabel Jankel, Rocky Morton",Super Mario Bros.,1993-05-28,48000000,20915465.0,0.44
Ernest R. Dickerson,Surviving the Game,1994-04-15,7400000,7690013.0,1.04
Deran Sarafian,Terminal Velocity,1994-09-23,50000000,16478900.0,0.33
François Girard,Thirty Two Short Films About Glenn Gould,1993-11-26,0,0.0,0.0
Andrew Fleming,Threesome,1994-04-08,0,0.0,0.0
Henry Selick,The Nightmare Before Christmas,1993-10-09,18000000,75634409.0,4.2
Stephen Herek,The Three Musketeers,1993-11-11,30000000,53898845.0,1.8
George P. Cosmatos,Tombstone,1993-12-25,25000000,56505065.0,2.26
Heywood Gould,Trial by Jury,1994-09-09,0,0.0,0.0
Tony Scott,True Romance,1993-09-09,12500000,12281551.0,0.98
"D.A. Pennebaker, Chris Hegedus",The War Room,1993-12-05,0,0.0,0.0
"Joe Johnston, Pixote Hunt, Maurice Hunt",The Pagemaster,1994-11-23,27000000,13670688.0,0.51
Jerry Ciccoritti,"Paris, France",1994-02-04,0,0.0,0.0
Jennifer Warren,"The Beans of Egypt, Maine",1994-01-01,0,0.0,0.0
Mark Malone,Killer,1994-09-14,0,0.0,0.0
Todd Solondz,Welcome to the Dollhouse,1995-05-24,0,0.0,0.0
Claude Berri,Germinal,1993-09-29,0,0.0,0.0
Dennis Hopper,Chasers,1994-04-22,0,1596687.0,0.0
Guillermo del Toro,Cronos,1993-09-12,0,0.0,0.0
Daniel Algrant,Naked in New York,1993-11-10,0,0.0,0.0
Pedro Almodóvar,Kika,1993-10-28,0,0.0,0.0
Gurinder Chadha,Bhaji on the Beach,1994-01-21,0,0.0,0.0
Andrew Scheinman,Little Big League,1994-06-29,0,0.0,0.0
Åke Sandgren,The Slingshot,1993-09-24,0,0.0,0.0
Richard Loncraine,Wide Eyed and Legless,1993-09-05,0,0.0,0.0
Eva Sereny,Foreign Student,1994-07-29,0,0.0,0.0
Lina Wertmüller,"Ciao, Professore!",1992-10-01,0,0.0,0.0
David O. Russell,Spanking the Monkey,1994-01-15,200000,0.0,0.0
Penelope Spheeris,The Little Rascals,1994-08-05,0,67308282.0,0.0
Rémy Duchemin,À la mode,1993-09-10,0,0.0,0.0
George T. Miller,Andre,1994-08-17,0,0.0,0.0
Ricky Tognazzi,The Escort,1993-01-01,0,0.0,0.0
Michael Austin,Princess Caraboo,1994-09-16,0,3021629.0,0.0
"Rob Epstein, Jeffrey Friedman",The Celluloid Closet,1996-01-30,0,0.0,0.0
Mathieu Kassovitz,Café au Lait,1993-01-01,0,0.0,0.0
Nanni Moretti,Dear Diary,1993-10-12,0,0.0,0.0
María Luisa Bemberg,I Don't Want to Talk About It,1993-05-20,0,0.0,0.0
Betty Thomas,The Brady Bunch Movie,1995-02-16,0,0.0,0.0
Chris Columbus,Home Alone,1990-11-09,18000000,476684675.0,26.48
Jerry Zucker,Ghost,1990-07-12,22000000,505000000.0,22.95
"Ron Clements, John Musker",Aladdin,1992-11-25,28000000,504050219.0,18.0
James Cameron,Terminator 2: Judgment Day,1991-07-01,100000000,520000000.0,5.2
Kevin Costner,Dances with Wolves,1990-11-09,22000000,424208848.0,19.28
Steve Cohen,Tough and Deadly,1995-02-14,0,0.0,0.0
Tim Burton,Batman,1989-06-23,35000000,411348924.0,11.75
Jonathan Demme,The Silence of the Lambs,1991-02-01,19000000,272742922.0,14.35
David Hand,Snow White and the Seven Dwarfs,1937-12-20,1488423,184925486.0,124.24
"Gary Trousdale, Kirk Wise",Beauty and the Beast,1991-11-13,25000000,377350553.0,15.09
"Hamilton Luske, Ben Sharpsteen",Pinocchio,1940-02-23,2600000,84300000.0,32.42
Garry Marshall,Pretty Woman,1990-03-23,14000000,463000000.0,33.07
Yuri Mamin,Window to Paris,1993-12-01,0,0.0,0.0
Sam Peckinpah,The Wild Bunch,1969-06-17,6244087,638641.0,0.1
C.M. Talkington,Love and a .45,1994-11-23,0,0.0,0.0
Huang Jianxin,The Wooden Man's Bride,1994-02-05,0,0.0,0.0
Jean Bach,A Great Day in Harlem,1994-09-27,0,0.0,0.0
Sam Weisman,Bye Bye Love,1995-03-16,0,0.0,0.0
Michael Hoffman,One Fine Day,1996-12-20,0,97529550.0,0.0
Bill Condon,Candyman: Farewell to the Flesh,1995-03-17,0,13940383.0,0.0
Stephen Poliakoff,Century,1993-12-31,0,0.0,0.0
Joel Coen,Fargo,1996-04-05,7000000,60611975.0,8.66
David R. Ellis,Homeward Bound II: Lost in San Francisco,1996-03-08,0,32709423.0,0.0
Gerald Potterton,Heavy Metal,1981-08-07,9300000,0.0,0.0
"Kevin Yagher, Joe Chappelle",Hellraiser: Bloodline,1996-03-08,4000000,16675000.0,4.17
Matt Reeves,The Pallbearer,1996-05-03,8000000,0.0,0.0
Franco Zeffirelli,Jane Eyre,1996-02-09,0,0.0,0.0
Anna Campion,Loaded,1996-04-12,500000,0.0,0.0
Franco Brusati,Bread and Chocolate,1974-05-05,0,0.0,0.0
Wolfgang Reitherman,The Aristocats,1970-12-23,4000000,55675257.0,13.92
Pedro Almodóvar,The Flower of My Secret,1995-09-22,0,0.0,0.0
Fernando Trueba,Two Much,1996-02-14,0,0.0,0.0
Bill Couturié,Ed,1996-03-15,0,0.0,0.0
Werner Herzog,Scream of Stone,1991-01-01,0,0.0,0.0
André Téchiné,My Favorite Season,1993-05-14,0,0.0,0.0
Mika Kaurismäki,Condition Red,1995-12-08,0,0.0,0.0
Férid Boughedir,Halfaouine: Boy of the Terraces,1990-01-01,0,0.0,0.0
Martin Lawrence,A Thin Line Between Love and Hate,1996-04-04,0,0.0,0.0
Stacy Title,The Last Supper,1995-09-08,0,442965.0,0.0
Gregory Hoblit,Primal Fear,1996-04-03,30000000,102616183.0,3.42
Clément Virgo,Rude,1995-09-08,0,0.0,0.0
Bruno Barreto,Carried Away,1996-01-26,0,0.0,0.0
"Paul Sabella, Larry Leker",All Dogs Go to Heaven 2,1996-03-29,0,8620678.0,0.0
Ken Loach,Land and Freedom,1995-01-01,0,0.0,0.0
Hal Salwen,Denise Calls Up,1995-05-17,0,0.0,0.0
Jonathan R. Betuel,Theodore Rex,1995-12-14,33500000,0.0,0.0
Richard Pearce,A Family Thing,1996-03-29,0,0.0,0.0
Todd Verow,Frisk,1996-03-22,0,0.0,0.0
Jonathan Lynn,Sgt. Bilko,1996-03-29,0,0.0,0.0
Tim Sullivan,Jack & Sarah,1995-06-02,0,218626.0,0.0
Spike Lee,Girl 6,1996-03-22,12000000,4939939.0,0.41
Jeremiah S. Chechik,Diabolique,1996-03-22,0,0.0,0.0
Hervé Palud,"Little Indian, Big City",1994-12-14,0,0.0,0.0
Martin Enlen,Roula,1995-09-11,0,0.0,0.0
Carlo Rola,Peanuts – Die Bank zahlt alles,1996-03-21,0,0.0,0.0
Claude Sautet,Nelly and Monsieur Arnaud,1996-04-12,0,0.0,0.0
Edward Zwick,Courage Under Fire,1996-07-04,46000000,100860818.0,2.19
Brian De Palma,Mission: Impossible,1996-05-22,80000000,457696359.0,5.72
Friðrik Þór Friðriksson,Cold Fever,1995-02-10,0,0.0,0.0
Pen Densham,Moll Flanders,1996-06-14,0,0.0,0.0
Sönke Wortmann,The Superwife,1996-03-06,0,0.0,0.0
Park Chul-soo,"301, 302",1995-04-22,0,0.0,0.0
Rob Cohen,DragonHeart,1996-05-31,57000000,115267375.0,2.02
Joseph Vilsmaier,Und keiner weint mir nach,1996-02-29,0,0.0,0.0
Michael Verhoeven,My Mother's Courage,1995-09-12,0,0.0,0.0
Steve Rash,Eddie,1996-05-31,0,0.0,0.0
Gray Hofmeyr,Yankee Zulu,1993-12-01,0,0.0,0.0
Richard Wherrett,Billy's Holiday,1995-07-26,0,0.0,0.0
René Clément,Purple Noon,1960-03-10,0,0.0,0.0
Anthony Hopkins,August,1996-08-08,0,0.0,0.0
Henry Selick,James and the Giant Peach,1996-04-12,38000000,28921264.0,0.76
James Foley,Fear,1996-04-12,0,0.0,0.0
Kelly Makin,Kids in the Hall: Brain Candy,1996-04-02,0,0.0,0.0
Paul Mazursky,Faithful,1996-04-03,13000000,9789900.0,0.75
Emir Kusturica,Underground,1995-04-11,14000000,0.0,0.0
Bo Widerberg,All Things Fair,1995-03-08,0,0.0,0.0
Alan Mehrez,Bloodsport II,1996-03-01,0,684351.0,0.0
Satyajit Ray,Pather Panchali,1955-08-26,0,536364.0,0.0
Satyajit Ray,The World of Apu,1959-05-01,0,16000.0,0.0
Jim Mallon,Mystery Science Theater 3000: The Movie,1996-04-19,0,0.0,0.0
Joe Pytka,Space Jam,1996-11-15,80000000,250200000.0,3.13
Roger Vadim,Barbarella,1968-10-10,9000000,2500000.0,0.28
Catherine Cyran,Hostile Intentions,1995-01-01,0,0.0,0.0
Brett Piper,They Bite,1996-01-01,0,0.0,0.0
George Hickenlooper,Some Folks Call It a Sling Blade,1994-03-26,0,0.0,0.0
Peter Yates,The Run of the Country,1995-09-22,0,0.0,0.0
Jean-Luc Godard,Alphaville,1965-05-05,220000,0.0,0.0
Bertrand Tavernier,Coup de Torchon,1981-11-04,0,0.0,0.0
Mika Kaurismäki,Tigrero: A Film That Was Never Made,1994-01-01,0,0.0,0.0
Claude Chabrol,The Eye of Vichy,1993-05-20,0,0.0,0.0
Gordon Willis,Windows,1980-01-18,0,0.0,0.0
Randal Kleiser,It's My Party,1996-03-22,0,0.0,0.0
Michael Blakemore,Country Life,1994-10-27,0,0.0,0.0
Simon Wincer,Operation Dumbo Drop,1995-07-28,0,0.0,0.0
Margarethe von Trotta,The Promise,1995-02-16,0,0.0,0.0
Margarethe von Trotta,The Promise,1995-02-16,0,0.0,0.0
Margarethe von Trotta,The Promise,1995-02-16,0,0.0,0.0
Margarethe von Trotta,The Promise,1995-02-16,0,0.0,0.0
Richard Benjamin,Mrs. Winterbourne,1996-04-19,25000000,10070000.0,0.4
Norberto Barba,Solo,1996-10-23,0,0.0,0.0
Eli Cohen,Under The Domim Tree,1994-01-01,0,0.0,0.0
Robert Mandel,The Substitute,1996-04-19,0,0.0,0.0
Pat Verducci,True Crime,1996-03-12,0,0.0,0.0
Michael Winterbottom,Butterfly Kiss,1995-08-18,0,0.0,0.0
Steven Baigelman,Feeling Minnesota,1996-09-13,0,0.0,0.0
Zalman King,Delta of Venus,1995-06-09,0,62949.0,0.0
Barry Caillier,To Cross the Rubicon,1991-01-01,0,0.0,0.0
Patrick Read Johnson,Angus,1995-09-15,0,0.0,0.0
Stijn Coninx,Priest Daens,1992-09-01,0,0.0,0.0
John Cassavetes,Faces,1968-11-24,275000,0.0,0.0
Stacy Cochran,Boys,1996-05-10,0,0.0,0.0
Jean-Claude Van Damme,The Quest,1996-04-19,30000000,57400547.0,1.91
Mark Joffe,Cosi,1996-03-04,0,0.0,0.0
Steve Gomer,Sunset Park,1996-04-26,0,0.0,0.0
Lee Tamahori,Mulholland Falls,1996-04-26,0,0.0,0.0
Michael Lehmann,The Truth About Cats & Dogs,1996-04-26,0,0.0,0.0
George Scribner,Oliver & Company,1988-11-18,31000000,74151346.0,2.39
Tom DeCerchio,Celtic Pride,1996-04-19,0,0.0,0.0
Alan Shapiro,Flipper,1996-05-17,25530000,20080020.0,0.79
Angela Pope,Captives,1994-05-03,0,0.0,0.0
Betty Kaplan,Of Love and Shadows,1994-05-10,0,0.0,0.0
Jim Jarmusch,Dead Man,1995-12-23,9000000,0.0,0.0
Jean-Paul Rappeneau,The Horseman on the Roof,1995-09-20,35000000,15000000.0,0.43
Jack Hill ,Switchblade Sisters,1975-01-05,0,0.0,0.0
Manuel Gómez Pereira,Mouth to Mouth,1995-11-10,0,0.0,0.0
Jean-Marie Poiré,The Visitors,1993-01-27,0,0.0,0.0
Harold Ramis,Multiplicity,1996-07-19,45000000,0.0,0.0
Brett Thompson,"The Haunted World of Edward D. Wood, Jr.",1996-05-01,0,0.0,0.0
"Francesco Sframeli, Spiro Scimone",Two Friends,2002-03-20,0,0.0,0.0
Andrew Fleming,The Craft,1996-05-03,15000000,24769466.0,1.65
Reginald Hudlin,The Great White Hype,1996-05-03,0,0.0,0.0
Bruce Beresford,Last Dance,1996-05-02,0,5.0,0.0
John Schlesinger,Cold Comfort Farm,1995-01-01,0,0.0,0.0
"Stephen Quay, Timothy Quay","Institute Benjamenta, or This Dream People Call Human Life",1995-08-01,0,0.0,0.0
Phil Joanou,Heaven's Prisoners,1996-05-17,25000000,0.0,0.0
Larry Cohen,Original Gangstas,1996-05-10,4800000,3014000.0,0.63
Michael Bay,The Rock,1996-06-06,75000000,335062621.0,4.47
Harvey Miller,Getting Away with Murder,1996-04-12,0,0.0,0.0
Michele Soavi,Cemetery Man,1994-03-25,4000000,0.0,0.0
Jan de Bont,Twister,1996-05-10,92000000,494471524.0,5.37
David Hogan,Barb Wire,1996-05-02,0,3793614.0,0.0
Maurice Pialat,Le Garçu,1995-10-31,0,0.0,0.0
Gabriel Barylli,Honeymoon,1996-04-11,0,0.0,0.0
Mamoru Oshii,Ghost in the Shell,1995-11-18,0,2287714.0,0.0
Tom Holland,Thinner,1996-10-25,0,0.0,0.0
Rick Friedberg,Spy Hard,1996-05-24,18000000,0.0,0.0
Udayan Prasad,Brothers in Trouble,1995-08-23,0,0.0,0.0
Nick Park,A Close Shave,1995-12-24,0,0.0,0.0
Abraham Polonsky,Force of Evil,1948-12-25,0,0.0,0.0
John Landis,The Stupids,1996-08-30,0,0.0,0.0
David Twohy,The Arrival,1996-05-31,25000000,14048372.0,0.56
Robert Z. Leonard,The Man from Down Under,1943-08-04,0,0.0,0.0
Stanley Kubrick,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964-01-29,1800000,9440272.0,5.24
Guy Maddin,Careful,1992-09-30,0,0.0,0.0
John Irvin,A Month by the Lake,1995-09-11,0,0.0,0.0
Kevin James Dobson,Gold Diggers: The Secret of Bear Mountain,1995-11-03,0,0.0,0.0
Victor Saville,Kim,1950-12-07,0,0.0,0.0
Helena Solberg,Carmen Miranda: Bananas Is My Business,1995-04-13,0,0.0,0.0
Wong Kar-wai,Ashes of Time,1994-09-16,0,0.0,0.0
Ebrahim Forouzesh,The Jar,1994-04-01,0,0.0,0.0
Freida Lee Mock,Maya Lin: A Strong Clear Vision,1995-11-10,0,0.0,0.0
Joseph Vilsmaier,Stalingrad,1993-01-21,0,0.0,0.0
Simon Wincer,The Phantom,1996-06-06,45000000,17300889.0,0.38
Andrew Bergman,Striptease,1996-06-28,50000000,113309743.0,2.27
David Keating,The Last of the High Kings,1996-12-06,0,0.0,0.0
James Mangold,Heavy,1995-01-20,0,0.0,0.0
Francis Ford Coppola,Jack,1996-08-09,45000000,58620973.0,1.3
Mary Harron,I Shot Andy Warhol,1996-05-01,0,1814290.0,0.0
Charles Matthau,The Grass Harp,1995-09-10,0,0.0,0.0
Goran Paskaljević,Someone Else's America,1995-09-09,0,0.0,0.0
"Mwezé Ngangura, Benoît Lamy",Life is Rosy,1987-11-17,0,0.0,0.0
Jean-Pierre Bekolo,Quartier Mozart,1992-05-26,0,0.0,0.0
Djibril Diop Mambéty,Touki Bouki,1973-07-01,0,0.0,0.0
Gaston Kaboré,God's Gift,1982-01-01,0,0.0,0.0
"Federico Fellini, Louis Malle, Roger Vadim",Spirits of the Dead,1968-05-16,0,0.0,0.0
"Henry Jaglom, Victoria Foyt",Babyfever,1994-05-04,0,0.0,0.0
Robby Henson,Pharaoh's  Army,1995-01-01,50,0.0,0.0
Danny Boyle,Trainspotting,1996-02-23,4000000,16491080.0,4.12
Scott Winant,Til There Was You,1997-05-30,1000000,0.0,0.0
Roland Emmerich,Independence Day,1996-06-25,75000000,816969268.0,10.89
Bernardo Bertolucci,Stealing Beauty,1996-03-29,0,0.0,0.0
Tony Scott,The Fan,1996-08-15,55000000,18626419.0,0.34
"Gary Trousdale, Kirk Wise",The Hunchback of Notre Dame,1996-06-21,100000000,100138851.0,1.0
Ben Stiller,The Cable Guy,1996-06-10,47000000,102825796.0,2.19
"Bobby Farrelly, Peter Farrelly",Kingpin,1996-07-04,27000000,25023434.0,0.93
Chuck Russell,Eraser,1996-06-21,100000000,242295562.0,2.42
"Carma Hinton, Richard Gordon",The Gate of Heavenly Peace,1995-01-01,0,0.0,0.0
Tom Shadyac,The Nutty Professor,1996-06-26,54000000,128769345.0,2.38
